<s>||0.0405255824
Pendahuluan||1.30224e-05
:||0.0023961141
Tahun||0.000182313
peninjauan||0.0001172012
2007||0.00115899
</s>||0.0405255824
kembali||0.0012110794
menjadi||0.0024482036
tahun||0.0030211874
yang||0.0283236317
signifikan||0.0006771627
bagi||0.0041280879
Kemitraan||0.0022268235
Australia||0.0076962144
Indonesia||0.0120066154
.||0.0126707557
Rekonstruksi||0.0001692907
dilakukan||0.0014194372
setelah||0.000690185
terjadinya||0.0002474248
bencana||0.0012761912
tsunami||0.0009506322
hampir||0.0002864919
selesai||0.0002864919
,||0.0322433619
dengan||0.0115638551
membantu||0.0021356669
menciptakan||0.000143246
masa||0.0007032074
depan||0.0002604472
lebih||0.0040629761
cerah||2.60447e-05
masyarakat||0.0049484966
di||0.014819445
Aceh||0.0026174942
dan||0.0394186819
Nias||0.0004297379
Ini||0.0002474248
merupakan||0.0012631689
pekerjaan||0.0002344025
inti||0.0002213801
dari||0.0067586045
untuk||0.0168248883
Rekonstruksidan||1.30224e-05
Pembangunan||0.0008073863
(AIPRD)||1.30224e-05
senilai||0.0004688049
$1||0.000143246
miliar||3.90671e-05
paket||0.0001041789
bantuan||0.0038676407
terbesar||0.0001302236
tunggal||0.0001041789
dalam||0.01065229
sejarah||6.51118e-05
AIPRD||0.0002604472
juga||0.0030993215
mencakup||0.0007162298
program||0.0035551041
pengembangan||0.0007683192
ekonomi||0.0007032074
sosial||0.0002995143
berskala||2.60447e-05
besar||0.0010287664
seluruh||0.0007552968
Pada||0.0007813416
banyak||0.000976677
-program||0.0002864919
ini||0.0095453894
dimulai||0.0003385813
lainnya||0.0014064148
bergerak||0.000143246
maju||1.30224e-05
menunjukkan||0.0005990285
hasil||0.0018621974
-hasil||0.0003906708
positif||0.0001953354
Untuk||0.0003125366
meningkatkan||0.0024742483
pencapaian||0.0005599615
-pencapaian||1.30224e-05
pemerintah||0.0043624904
berkolaborasi||1.30224e-05
Strategi||0.0007552968
Kerjasama||0.0001172012
2008||0.0006771627
–2013||2.60447e-05
baru||0.0015887278
tersebut||0.0047661835
akan||0.0089463609
memandu||5.20894e-05
kedua||0.0004557826
negara||0.0012892136
bekerja||0.0017449962
bersama||0.0007552968
-sama||0.0001562683
selama||0.001015744
lima||0.0004036931
ke||0.0011329453
mencapai||0.0006250733
tujuan||0.0008204086
-tujuan||0.0001302236
pembangunan||0.0020965999
termasuk||0.002174734
Tujuan||0.0003125366
Milenium||5.20894e-05
(MDGs)||3.90671e-05
telah||0.0042192444
disepakati||0.000143246
secara||0.0028518967
internasional||0.0005729838
-Indonesia:||1.30224e-05
Tinjauan||0.0002474248
melaporkan||9.11565e-05
kemajuan||0.0006771627
-kemajuan||1.30224e-05
dicapai||0.0003385813
diraih||5.20894e-05
beberapa||0.0010678335
daerah||0.0018882421
kunci||0.0001302236
pertumbuhan||0.0002344025
berkelanjutan||0.0005990285
manajemen||0.0007943639
;||0.0041150656
investasi||0.0002734695
manusia||0.0008724981
demokrasi||0.0002474248
keadilan||0.003151411
pemerintahan||0.0010417888
baik||0.0017059291
serta||0.0031774557
keamanan||0.0002604472
perdamaian||0.0002344025
Laporan||0.000325559
bahwa||0.0019012645
berhasil||0.0002474248
menolong||2.60447e-05
mereka||0.0022268235
paling||0.0007162298
membutuhkan||0.0002734695
membuat||0.0006250733
perbedaan||5.20894e-05
Ratusan||5.20894e-05
sekolah||0.0014324595
lanjutan||9.11565e-05
pertama||0.0005469391
dibangun||0.0006250733
atau||0.00115899
diperluas||7.81342e-05
pada||0.0080999075
sehingga||0.0004948497
kini||0.0003776484
ribuan||0.000143246
anak||0.000651118
keluarga||0.0001692907
miskin||0.0007813416
terpencil||0.000182313
dapat||0.0030862992
masuk||0.0001953354
500||0.0001302236
Program||0.0017580185
pendidikan||0.0012631689
dasar||0.0007552968
memainkan||0.0002995143
peranan||0.0003516037
sangat||0.0009896993
penting||0.001523616
target||0.000143246
wajib||3.90671e-05
belajar||0.0001953354
sembilan||5.20894e-05
semua||0.0004557826
desa||0.0012371241
$38||3.90671e-05
juta||0.0015757055
mengidentifikasi||0.0002995143
prospek||3.90671e-05
-prospek||1.30224e-05
pasar||0.000182313
menjanjikan||2.60447e-05
produk||5.20894e-05
-produk||1.30224e-05
pertanian||0.0002344025
seperti||0.0008855204
kopi||3.90671e-05
kacang||6.51118e-05
mendorong||0.0006771627
produktifitas||0.0001041789
bagian||0.0010287664
Timur||0.0003516037
Lebih||0.0002213801
empat||0.0002474248
orang||0.0009245875
-desa||6.51118e-05
memiliki||0.0019793986
akses||0.0016408173
mendapatkan||0.000507872
air||0.0007422745
bersih||0.0001953354
sanitasi||0.0003385813
berkat||6.51118e-05
proyek||0.0007162298
didanai||0.0003385813
oleh||0.0034379029
AusAID||0.0033858134
Bank||0.0002344025
Dunia||0.0002083578
kemampuan||0.0004557826
merespon||0.0002344025
wabah||5.20894e-05
flu||6.51118e-05
burung||7.81342e-05
mengurangi||0.0007422745
resiko||0.0002864919
penyebaran||0.0002213801
penyakit||0.0002213801
melalui||0.002825852
unggas||0.0001041789
Pemilihan||7.81342e-05
dilaksanakan||0.0002604472
berlangsung||0.0003125366
transparan||0.0001692907
menarik||0.0001302236
pemilih||0.0001302236
sebagian||0.0003906708
mendanai||0.0002344025
para||0.0022789129
pengawasan||0.0003776484
pemilihan||0.000507872
Mahkamah||0.0009896993
Agung||0.0012631689
menjalankan||0.000182313
reformasi||0.0017840632
hukum||0.0057558829
memberikan||0.0031383886
kepada||0.0011459676
terpinggirkan||0.0002734695
perempuan||0.0010417888
mengumumkan||6.51118e-05
inisiatif||0.0004818273
sebesar||0.0004167155
$30||9.11565e-05
emisi||2.60447e-05
gas||5.20894e-05
rumah||0.000690185
kaca||5.20894e-05
sebagai||0.0019533539
akibat||0.0003906708
pembalakan||3.90671e-05
hutan||9.11565e-05
Kalimantan||7.81342e-05
HIV||0.0007292521
$100||5.20894e-05
mencegah||0.0001562683
membatasi||2.60447e-05
epidemi||2.60447e-05
kualitas||0.0009245875
hidup||0.0004688049
virus||5.20894e-05
mengentaskan||3.90671e-05
dampak||0.0006380956
-dampak||1.30224e-05
-ekonominya.||1.30224e-05
Meskipun||0.0002474248
ada||0.000976677
bidang||0.0013282807
tantangan||0.0002864919
tetap||0.0004167155
masih||0.0014715266
sekarang||0.0002864919
digolongkan||2.60447e-05
berkembang||0.0002604472
berpendapatan||7.81342e-05
menengah||0.0004167155
sekitar||0.0004948497
100||0.0002083578
—atau||1.30224e-05
setengah||0.0001041789
populasi||5.20894e-05
—masih||1.30224e-05
pendapatan||0.000143246
kurang||0.0008594757
US||5.20894e-05
$2||6.51118e-05
per||0.0001562683
hari||0.0001302236
Ketika||0.0001041789
loncatan||1.30224e-05
membangun||0.0011459676
infrastruktur||0.0007032074
terus||0.001015744
terbatas||0.0002213801
tanpa||0.0001692907
pelayananpelayanan||1.30224e-05
mendasar||0.0001172012
menaikkan||2.60447e-05
tiga||0.0004167155
kali||0.0001172012
lipat||1.30224e-05
bantuannya||9.11565e-05
sejak||0.0002474248
2003||3.90671e-05
-2004||2.60447e-05
donor||0.0013152583
pemberi||6.51118e-05
bilateral||0.0001172012
Metode||2.60447e-05
penyerahan||2.60447e-05
berubah||6.51118e-05
—pendekatan-pendekatan||1.30224e-05
tradisional||5.20894e-05
digantikan||1.30224e-05
pendekatan||0.0005860062
-pendekatan||2.60447e-05
menggunakan||0.0005208944
sistem||0.0021226446
sumberdayanya||1.30224e-05
sendiri||0.0003385813
efektif||0.0009115652
efisien||3.90671e-05
semangat||2.60447e-05
kemitraan||0.0011850347
kuat||0.0007162298
Hal||0.0008724981
ketika||0.0003646261
tingkat||0.0022658905
nasional||0.0010808558
propinsi||0.0005599615
kabupaten||0.0003516037
donordonor||1.30224e-05
madani||5.20894e-05
Lembaga||0.0001562683
Swadaya||3.90671e-05
Masyarakat||0.000325559
(LSM)||1.30224e-05
pemecahan||3.90671e-05
masalah||0.0003906708
praktis||0.0001692907
rangka||0.0001562683
kemiskinan||0.0004167155
kesejahteraan||9.11565e-05
adalah||0.0012110794
Paket||2.60447e-05
diumumkan||2.60447e-05
terjadi||0.0006641403
26||5.20894e-05
Desember||0.0001953354
2004||0.0002864919
cepat||0.0002344025
-daerah||0.0002864919
terkena||0.0001953354
terutama||0.0004167155
memulihkan||0.000182313
kehancuran||9.11565e-05
menelan||2.60447e-05
korban||0.0002213801
luar||0.000325559
biasa||3.90671e-05
Namun||0.0002474248
demikian||0.0004427602
sekedar||7.81342e-05
upaya||0.0010938782
rekonstruksi||0.0007552968
adanya||0.000833431
berbagai||0.0015366384
wilayah||0.0004036931
-wilayah||9.11565e-05
terdampak||7.81342e-05
-bagian||6.51118e-05
lain||0.0007943639
tanda||2.60447e-05
perubahan||0.0004818273
pemberian||0.000690185
dimana||0.0002083578
Pemerintah||0.0019273092
mendukung||0.0024742483
diidentifikasi||0.0001041789
prioritas||0.0009115652
pengentasan||5.20894e-05
Dengan||0.0003776484
alam||0.000182313
kapan||3.90671e-05
saja||0.0001172012
bisa||0.0005208944
selalu||2.60447e-05
siap||0.0001041789
tanggap||0.0002474248
menghadapi||0.0001692907
keadaan||9.11565e-05
darurat||0.0003776484
balai||0.0001302236
diharapkan||0.0007032074
tuntas||2.60447e-05
Bantuan||0.0011069005
diberikan||0.0006641403
kesehatan||0.0011720123
tata||0.0007813416
begitu||6.51118e-05
tewas||9.11565e-05
mata||0.0004167155
pencaharian||0.0004297379
Yogyakarta||0.0002083578
Jawa||0.0002083578
Tengah||0.000143246
gempa||0.0004036931
bumi||0.000325559
bulan||0.0009245875
Mei||0.0001172012
2006||0.000651118
menyertakan||1.30224e-05
rincian||6.51118e-05
mengenai||0.0006641403
terlibat||0.0003776484
politik||0.0002344025
tertinggi||0.0001302236
dikelola||0.000182313
Komisi||0.0005469391
Gabungan||3.90671e-05
diawasi||5.20894e-05
Perdana||6.51118e-05
Menteri||0.0001041789
Presiden||0.0002344025
dana||0.0006250733
-dana||2.60447e-05
dialokasikan||6.51118e-05
berdasarkan||0.0005208944
kerangka||0.0005990285
disetujui||0.0001041789
Rangkuman||2.60447e-05
Keuangan||7.81342e-05
total||0.0001302236
pengeluaran||0.000143246
$292||1.30224e-05
,1||7.81342e-05
$161||1.30224e-05
,7||3.90671e-05
terdiri||0.0002213801
$500||3.90671e-05
hibah||0.0002344025
bentuk||0.0002474248
pinjaman||9.11565e-05
lunak||1.30224e-05
-proyek||0.0002213801
utama||0.0023700694
akhir||0.0004818273
diserahkan||6.51118e-05
$380||1.30224e-05
dihabiskan||2.60447e-05
Kesepakatan||3.90671e-05
$300||3.90671e-05
Proyek||0.0001041789
Perbaikan||0.0001562683
Jalan||9.11565e-05
Bagian||0.0002344025
(EINRIP)||3.90671e-05
saat||0.000976677
diperkirakan||9.11565e-05
cair||1.30224e-05
periode||0.0001172012
lama||0.0001302236
menyusul||0.0001041789
perjanjian||9.11565e-05
antara||0.0017710409
memastikan||0.0008724981
proses||0.0011329453
pembuatan||0.0003906708
rancangan||0.0004167155
pengadaan||0.0001953354
barang||9.11565e-05
pertanggungjawaban||2.60447e-05
EINRIP||3.90671e-05
ditandatangani||7.81342e-05
7||0.0001041789
September||7.81342e-05
Pekerjaan||0.0001302236
sipil||0.0009506322
mulai||0.0003385813
pertengahan||0.0001302236
pencairan||1.30224e-05
terakhir||0.0002083578
2010||0.0004818273
-11.||1.30224e-05
Kemajuan||0.000182313
MDGs||5.20894e-05
Nasional||0.0007162298
diluncurkan||7.81342e-05
Susilo||2.60447e-05
Bambang||2.60447e-05
Yudhoyono||6.51118e-05
kemungkinan||0.0002604472
pendaftaran||9.11565e-05
siswa||0.0001302236
melek||2.60447e-05
huruf||3.90671e-05
penghapusan||1.30224e-05
jender||0.0004688049
menghentikan||3.90671e-05
TBC||1.30224e-05
-bidang||0.0002734695
berikut||0.0002995143
tercapai||2.60447e-05
apabila||6.51118e-05
kematian||0.0002474248
berkembangnya||6.51118e-05
malaria||1.30224e-05
kelulusan||1.30224e-05
tidak||0.0023830918
bawah||0.0011329453
kecuali||3.90671e-05
jauh||0.0001692907
ibu||0.000325559
gizi||6.51118e-05
prevalensi||3.90671e-05
keberkelanjutan||1.30224e-05
lingkungan||0.0004036931
Pertumbuhan||6.51118e-05
Garis||5.20894e-05
mengalami||0.000325559
perencanaan||0.0007162298
peningkatan||0.0008724981
difokuskan||0.000182313
jalan||0.0004167155
Upaya||0.0001302236
-upaya||0.0002474248
betapa||1.30224e-05
pentingnya||0.0002734695
misalnya||0.0004167155
tempat||0.0004036931
kerja||0.0016017502
pelayanan||0.0007552968
—yang||3.90671e-05
itu||0.0005599615
terisolasi||6.51118e-05
tertinggal||2.60447e-05
penghasilan||9.11565e-05
Di||0.0007162298
luluhlantak||1.30224e-05
Penekanan||3.90671e-05
pengelolaan||0.0007292521
dijalankan||0.000182313
komitmen||0.0007552968
tinggi||0.0008204086
melindungi||0.0001692907
-gas||1.30224e-05
efek||7.81342e-05
Infrastruktur||0.0001172012
menuju||0.0002474248
timur||0.0001172012
memperbaiki||0.0007683192
jaringan||0.0002213801
jembatan||0.0002083578
-jembatan.||1.30224e-05
menandatangani||3.90671e-05
sebuah||0.0007943639
kesepakatan||5.20894e-05
$328||1.30224e-05
kilometer||6.51118e-05
diperbaiki||0.0001041789
10||0.0001562683
keuntungan||0.0001302236
nyata||0.0001041789
waktu||0.0006380956
biaya||0.0006380956
perjalanan||5.20894e-05
Perencanaan||0.0001172012
memenuhi||0.0004036931
standar||0.0002344025
kontribusi||0.0004427602
teknik||0.0001172012
Tender||1.30224e-05
sepanjang||0.0001172012
garis||0.0001562683
pantai||0.0002083578
Sulawesi||0.0001302236
Selatan||0.000143246
Tenggara||0.0002864919
Barat||0.0002995143
Bali||0.0001953354
Nusa||0.0001953354
Jembatan||1.30224e-05
Utara||3.90671e-05
tersapu||7.81342e-05
banjir||7.81342e-05
awal||0.0006380956
Mengurangi||5.20894e-05
hambatan||0.0002734695
-hambatan||7.81342e-05
peningkatkan||1.30224e-05
Sebuah||0.0001953354
$64||1.30224e-05
,8||2.60447e-05
dikenal||7.81342e-05
IndII||2.60447e-05
kebijakan||0.001484549
peraturan||0.0007032074
infrastrukturnya||2.60447e-05
Inisiatif||0.0002083578
merencanakan||0.0001041789
melaksanakan||0.0002734695
reputasi||5.20894e-05
karena||0.0006250733
menyediakan||0.000976677
teknis||0.0008073863
model||0.0001562683
berkualitas||0.0004557826
Akses||0.0002864919
pasokan||0.0001302236
mengalokasikan||2.60447e-05
$20||2.60447e-05
prakarsa||3.90671e-05
-prakarsa||1.30224e-05
Badan||0.0004818273
(BAPPENAS)||2.60447e-05
Satu||3.90671e-05
2500||2.60447e-05
tujuh||5.20894e-05
-keluarga||2.60447e-05
naik||5.20894e-05
25||3.90671e-05
persen||0.0004948497
77||1.30224e-05
4||0.0009896993
,2||7.81342e-05
jiwa||0.0001172012
menikmati||2.60447e-05
manfaatnya||1.30224e-05
Tiga||6.51118e-05
ratus||2.60447e-05
enam||0.000182313
puluh||3.90671e-05
120||6.51118e-05
sudah||0.0003385813
sepenuhnya||5.20894e-05
bebas||9.11565e-05
kebutuhan||0.0007292521
membuang||2.60447e-05
kotoran||2.60447e-05
umum||0.000690185
Keberhasilan||6.51118e-05
diakui||0.0001302236
-donor||0.0001302236
UNICEF||9.11565e-05
Asia||0.0002864919
mengadopsi||7.81342e-05
prinsip||0.0005208944
-prinsip||0.0003906708
sama||0.0018752198
penyediaan||0.000507872
berbasis||0.0001953354
Rencana||0.0011459676
diselesaikan||9.11565e-05
meskipun||0.0001172012
mengintegrasikan||2.60447e-05
-kebijakan||5.20894e-05
tentang||0.0012761912
anggaran||0.0004818273
melakukan||0.0012631689
sektor||0.0038936855
Fasilitas||0.0002213801
-fasilitas||7.81342e-05
Universitas||0.0001692907
Syiah||9.11565e-05
Kuala||9.11565e-05
Institute||1.30224e-05
Pelatihan||9.11565e-05
Penelitian||9.11565e-05
unit||3.90671e-05
gawat||7.81342e-05
sakit||0.000182313
akademi||3.90671e-05
kebidanan||3.90671e-05
keperawatan||2.60447e-05
fasilitas||0.0004818273
Pelabuhan||6.51118e-05
Ulee||0.0001041789
Lheue||9.11565e-05
Banda||0.0001692907
terminal||7.81342e-05
feri||0.0001562683
permanen||9.11565e-05
sebelumnya||0.000651118
penumpang||3.90671e-05
layanan||0.001666862
dijangkau||3.90671e-05
kehidupan||0.0001562683
.000||0.0007683192
kehilangan||0.0002083578
tinggal||0.0001172012
800||7.81342e-05
hancur||0.0002083578
175||5.20894e-05
pertemuan||0.0002344025
dibutuhkan||0.0002344025
membahas||0.0001041789
kegiatan||0.0033858134
200||0.0001172012
fasilitator||5.20894e-05
dikerahkan||1.30224e-05
mengelola||0.0003516037
perbaikan||0.0004688049
jumlah||0.0005208944
diperlukan||0.0002864919
-anak||0.0002344025
sehari||7.81342e-05
-hari||5.20894e-05
LOGICA||0.0001302236
kepemilikan||0.000143246
lahan||0.0002344025
memetakan||6.51118e-05
batas||3.90671e-05
-batas||5.20894e-05
Pemetaan||6.51118e-05
melibatkan||0.0005208944
penduduk||0.0003906708
bersepakat||1.30224e-05
penggunaan||0.0002344025
sebanyak||7.81342e-05
61||1.30224e-05
20||9.11565e-05
kavling||2.60447e-05
dipetakan||1.30224e-05
—proses||1.30224e-05
diadaptasi||2.60447e-05
400||6.51118e-05
syarat||5.20894e-05
-bantuan||6.51118e-05
kecil||0.0004948497
-jalan,||2.60447e-05
saluran||2.60447e-05
sumur||1.30224e-05
saringan||1.30224e-05
pusat||0.0002734695
fleksibel||0.0001692907
terhadap||0.0034248805
menempatkan||9.11565e-05
penentu||3.90671e-05
dihargai||2.60447e-05
mampu||0.0004297379
bahu||1.30224e-05
membahu||1.30224e-05
Membangun||7.81342e-05
Yogjakarta||2.60447e-05
hingga||0.0004948497
-sekolah.||1.30224e-05
keterlibatan||0.0002213801
pemulihan||9.11565e-05
sumbangan||0.0001302236
keberhasilan||0.0002474248
-Jawa||3.90671e-05
setempat||0.0002344025
bahan||0.0001172012
-bahan||5.20894e-05
toilet||1.30224e-05
septik||1.30224e-05
tank||1.30224e-05
-nya||2.60447e-05
Sembilan||1.30224e-05
klinik||0.0001562683
Klaten||1.30224e-05
Bantul||1.30224e-05
Para||0.0002864919
pengembang||1.30224e-05
arsitektur||2.60447e-05
kelompok||0.0005990285
lokal||0.0005469391
menerima||0.0002734695
pelatihan||0.0009245875
agar||0.0008855204
-klinik||5.20894e-05
aman||0.0001692907
Aktif||2.60447e-05
Community||3.90671e-05
Housing||1.30224e-05
Foundation||7.81342e-05
(CHF)||1.30224e-05
International||0.0001562683
Organization||1.30224e-05
for||0.0003385813
Migration||1.30224e-05
1200||2.60447e-05
warga||0.0003125366
-rumah||0.0001172012
tahan||5.20894e-05
rentan||0.0001692907
,5||0.000182313
LSM||0.0009636546
digunakan||0.000651118
mengembangkan||0.0007813416
ideide||1.30224e-05
memulai||0.0001302236
usaha||0.0001953354
-usaha||1.30224e-05
‘cepat||1.30224e-05
’||0.000507872
17||3.90671e-05
.250||2.60447e-05
bisnis||0.000143246
-orang||6.51118e-05
cacat||3.90671e-05
menggantikan||3.90671e-05
aset||9.11565e-05
-aset||3.90671e-05
Cakrawala||1.30224e-05
Mbak||5.20894e-05
Yanti||5.20894e-05
berusia||5.20894e-05
40||0.0001172012
tahu||2.60447e-05
melihat||0.000143246
kiosnya||1.30224e-05
dusun||1.30224e-05
Sanan||1.30224e-05
kaki||1.30224e-05
Gunung||5.20894e-05
Sewu||1.30224e-05
Setelah||0.0001953354
dua||0.0005339167
anaknya||3.90671e-05
terpaksa||3.90671e-05
tuanya||1.30224e-05
lanjut||0.0002995143
usia||5.20894e-05
Tanpa||2.60447e-05
modal||0.0001172012
peralatan||0.0001562683
suram||1.30224e-05
Maret||0.000143246
diterima||6.51118e-05
SP||1.30224e-05
Kinasih||1.30224e-05
memberdayakan||7.81342e-05
Ia||3.90671e-05
$250||3.90671e-05
usahanya||5.20894e-05
membeli||2.60447e-05
